R_fighter,B_fighter,Winner,weight_class,R_wins,R_losses,B_wins,B_losses,fight_number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_win_by_Decision,B_win_by_KO/TKO,B_win_by_Submission,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_win_by_Decision,R_win_by_KO/TKO,R_win_by_Submission,Referee,date,location,title_bout,B_avg_KD,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,R_avg_KD,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed
Jake Matthews,Akbarh Arreola,Red,Lightweight,2,1,1,2,2587,Southpaw,177.8,180.34,32,0,0,1,Orthodox,180.34,185.42,21,0,0,2,Greg Kleynjans,42322,"Melbourne, Victoria, Australia",FALSE,0.25,0.4425,0.5,88.25,51.5,0.75,0.75,0,0.3475,0.465,73,44.25,4.25,1.75
Ronda Rousey,Holly Holm,Blue,WomenBantamweight,6,0,2,0,2588,Southpaw,172.72,175.26,34,2,0,0,Orthodox,170.18,167.64,28,0,3,3,Herb Dean,42322,"Melbourne, Victoria, Australia",TRUE,0,0.28,0.5,199,59,0.5,0.5,0.5625,0.4765625,0.1796875,26.46875,18.03125,0.40625,0.34375
Joanna Jedrzejczyk,Valerie Letourneau,Red,WomenStrawweight,4,0,3,0,2589,Orthodox,170.18,172.72,32,3,0,0,Orthodox,167.64,165.1,28,2,2,0,Steve Perceval,42322,"Melbourne, Victoria, Australia",TRUE,0.5,0.4025,0.75,200.5,92,1.5,1,0.125,0.50125,0,189.5,107.5,0,0
Mark Hunt,Antonio Silva,Red,Heavyweight,5,5,3,5,2590,Orthodox,193.04,208.28,36,0,3,0,Orthodox,177.8,182.88,41,1,4,0,John Sharp,42322,"Melbourne, Victoria, Australia",FALSE,0.5859375,0.484296875,0,40.09375,24.984375,0.78125,0,0.462890625,0.3433398438,0.28671875,98.77148438,44.86523438,0.611328125,0.400390625
Richie Vaculik,Danny Martinez,Blue,Flyweight,1,2,0,3,2591,Orthodox,167.64,170.18,30,0,0,0,Orthodox,167.64,175.26,32,1,0,0,John Sharp,42322,"Melbourne, Victoria, Australia",FALSE,0.25,0.315,0.0875,157.5,51.25,4,1.25,0,0.465,0.565,103,60.5,4.75,2
Daniel Kelly,Steve Montgomery,Red,Middleweight,2,1,0,1,2592,Southpaw,193.04,,24,0,0,0,Southpaw,182.88,177.8,38,1,0,1,Herb Dean,42322,"Melbourne, Victoria, Australia",FALSE,0,0.32,0,32,13,0,0,0,0.335,0.125,66.25,24.5,0.5,0.25
Richard Walsh,Steve Kennedy,Red,Welterweight,1,2,0,1,2593,Orthodox,180.34,,32,0,0,0,Orthodox,182.88,185.42,26,1,0,0,John Sharp,42322,"Melbourne, Victoria, Australia",FALSE,0,0.25,0,12,3,1,0,0.5,0.535,0.1375,101,69.25,2.25,1.25
James Moontasri,Anton Zafir,Red,Welterweight,1,2,0,0,2594,Orthodox,180.34,,28,0,0,0,Switch,177.8,180.34,27,0,0,1,Steve Perceval,42322,"Melbourne, Victoria, Australia",FALSE,,,,,,,,0.25,0.42,0,75.75,48.25,0,0
Ben Nguyen,Ryan Benoit,Red,Flyweight,1,0,1,1,2595,Orthodox,165.1,172.72,26,0,1,0,Switch,165.1,165.1,27,0,1,0,Greg Kleynjans,42322,"Melbourne, Victoria, Australia",FALSE,0.5,0.295,0.5,80,26.5,0.5,0.5,2,0.45,0,60,27,1,0
Yan Cabral,Johnny Case,Blue,Lightweight,2,1,3,0,2596,Orthodox,177.8,182.88,26,1,1,1,Orthodox,180.34,185.42,32,1,0,1,Herb Dean,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.25,0.355,0.485,125.75,56.75,5,3,0.25,0.505,0.3925,53.5,37.75,6.25,2.25
Thomas Almeida,Anthony Birchak,Red,Bantamweight,3,0,1,1,2597,Orthodox,172.72,175.26,29,0,1,0,Southpaw,170.18,177.8,24,1,2,0,Keith Peterson,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,1,0.425,0.5,26.5,11.5,0.5,0.5,0.5,0.455,0,101.25,50.5,0,0
Alex Oliveira,Piotr Hallmann,Red,Lightweight,2,1,2,3,2598,Orthodox,175.26,180.34,28,0,0,2,Orthodox,180.34,193.04,27,1,0,1,Mario Yamasaki,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.509375,0.458125,140.5,92.5625,3.5625,1.8125,0,0.3175,0.305,53.5,25.25,9.25,3.25
Glover Teixeira,Patrick Cummins,Red,LightHeavyweight,6,2,4,2,2599,Orthodox,187.96,193.04,34,2,2,0,Orthodox,187.96,193.04,36,1,1,3,Herb Dean,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.560625,0.485,121.96875,78.96875,10.0625,5.46875,0.0859375,0.4846875,0.3296875,127.328125,80.390625,5.5390625,2.6953125
Gilbert Burns,Rashid Magomedov,Blue,Lightweight,3,0,3,0,2600,Orthodox,175.26,177.8,30,2,1,0,Orthodox,177.8,180.34,29,1,0,2,Keith Peterson,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,1.25,0.535,0.25,152,85.5,1,0.5,0,0.4,0.5,79.25,37,5.25,1.75
Fabio Maldonado,Corey Anderson,Blue,LightHeavyweight,5,5,3,1,2601,Orthodox,190.5,200.66,26,2,1,0,Orthodox,185.42,190.5,35,3,2,0,Herb Dean,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.52,0.69125,212.5,121.625,4.875,3.125,0.001953125,0.50234375,0.509765625,135.1152344,82.61914063,0.541015625,0.51953125
Vitor Belfort,Dan Henderson,Red,Middleweight,13,7,8,7,2602,Orthodox,180.34,187.96,45,5,3,0,Southpaw,182.88,187.96,38,0,10,2,Mario Yamasaki,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.5689086914,0.5833551025,0.004447021484,21.27532959,12.37658691,0.296875,0.01647949219,0.7032814026,0.5603387642,6.48E-05,31.05969429,16.63910675,0.0002861022949,0.0002174377441
Gleison Tibau,Abel Trujillo,Blue,Lightweight,16,9,3,3,2603,Orthodox,172.72,177.8,32,0,3,0,Southpaw,177.8,180.34,32,11,1,4,Keith Peterson,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.78125,0.29375,0.42875,82.125,27.8125,4.125,1.75,0.0002746582031,0.2201994056,0.1949766177,66.93407238,23.06455392,3.963247359,1.442903578
Clay Guida,Thiago Tavares,Blue,Featherweight,12,9,9,7,2604,Orthodox,170.18,177.8,30,4,1,4,Orthodox,170.18,177.8,33,7,1,4,Mario Yamasaki,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.465715332,0.584876709,115.6578674,75.01351929,6.87097168,3.756896973,0.1250152588,0.4079094601,0.3288143253,97.34492016,47.10369301,8.113307953,3.51356411
Edimilson Souza,Chas Skelly,Blue,Featherweight,3,0,3,1,2605,Orthodox,180.34,182.88,30,1,1,1,Orthodox,182.88,187.96,31,1,2,0,Herb Dean,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0.5,0.445,0.2675,76.625,46.875,4.875,1.125,0.5,0.565,0,87.5,41,0,0
Viscardi Andrade,Gasan Umalatov,Red,Welterweight,1,1,1,2,2606,Orthodox,180.34,180.34,33,1,0,0,Orthodox,180.34,190.5,31,0,1,0,Eduardo Herdy,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,0,0.4,0.0975,99.25,48,4.25,0.75,1,0.5,0.25,67,40,1,0.5
Bruno Rodrigues,Matheus Nicolau,Blue,Bantamweight,0,0,0,0,2607,Orthodox,167.64,167.64,22,0,0,0,,167.64,,24,0,0,0,Eduardo Herdy,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,,,,,,,,,,,,,,
Pedro Munhoz,Jimmie Rivera,Blue,Bantamweight,1,2,1,0,2608,Orthodox,162.56,172.72,26,0,1,0,Orthodox,167.64,165.1,29,0,1,0,Mario Yamasaki,42315,"Sao Paulo, Sao Paulo, Brazil",FALSE,1,0.55,0,27,15,0,0,0,0.72,0.25,39.75,18,0.75,0.5
Scott Askham,Krzysztof Jotko,Blue,Middleweight,1,1,2,1,2609,Southpaw,185.42,195.58,26,2,0,0,Southpaw,190.5,190.5,27,0,1,0,Kevin Sataki,42301,"Dublin, Leinster, Ireland",FALSE,0,0.615,0.3125,128.75,102.75,2.5,0.75,1.5,0.75,0,56,49,1,0
Norman Parke,Reza Madadi,Red,Lightweight,4,3,2,1,2610,Orthodox,180.34,185.42,37,0,0,2,Southpaw,180.34,177.8,28,3,1,0,Leon Roberts,42301,"Dublin, Leinster, Ireland",FALSE,0,0.74,0.6225,90.25,62,5.75,3.5,0,0.31796875,0.33390625,114.40625,41.890625,9.625,2.40625
Aisling Daly,Ericka Almeida,Red,WomenStrawweight,1,1,0,1,2611,Orthodox,167.64,,26,0,0,0,Orthodox,157.48,162.56,27,0,0,1,Piotr Michalak,42301,"Dublin, Leinster, Ireland",FALSE,0,0.35,0,58,32,2,0,0,0.51,0.45,80,51,3.5,1.5
Neil Seery,Jon Delos Reyes,Red,Flyweight,2,2,1,2,2612,Orthodox,167.64,170.18,28,0,0,1,Orthodox,162.56,162.56,36,2,0,0,Kevin Sataki,42301,"Dublin, Leinster, Ireland",FALSE,0.75,0.4175,0.75,49,25,0.75,0.75,0.625,0.43125,0.2075,145.625,87.125,1.125,0.5
Nicolas Dalby,Darren Till,Draw,Welterweight,1,0,1,0,2613,Southpaw,182.88,187.96,22,0,1,0,Orthodox,180.34,187.96,30,1,0,0,Marc Goddard,42301,"Dublin, Leinster, Ireland",FALSE,0,0.6,0,42,26,2,0,0,0.29,0.6,150,50,10,6
Cathal Pendred,Tom Breese,Blue,Welterweight,4,1,1,0,2614,Southpaw,190.5,185.42,24,0,1,0,Orthodox,185.42,190.5,28,3,0,1,Leon Roberts,42301,"Dublin, Leinster, Ireland",FALSE,1,0.61,0,42,26,2,0,0,0.46125,0.140625,95.5,54.25,7.9375,1.75
Paddy Holohan,Louis Smolka,Blue,Flyweight,3,1,3,1,2615,Orthodox,175.26,172.72,24,2,1,0,Orthodox,177.8,175.26,27,2,0,1,Marc Goddard,42301,"Dublin, Leinster, Ireland",FALSE,0.25,0.47,0.4375,113.75,57.625,6.875,3.375,0.125,0.43875,0.415,109.375,67.875,3.375,1.625
Stevie Ray,Mickael Lebout,Red,Lightweight,2,0,1,1,2616,Orthodox,180.34,185.42,28,1,0,0,Southpaw,177.8,177.8,25,0,2,0,Leon Roberts,42301,"Dublin, Leinster, Ireland",FALSE,0,0.46,0,113,59,0.5,0,0.5,0.595,0,49,32,0,0
Darren Elkins,Robert Whiteford,Red,Featherweight,8,4,2,1,2617,Southpaw,175.26,175.26,32,1,1,0,Orthodox,177.8,180.34,31,6,2,0,Marc Goddard,42301,"Dublin, Leinster, Ireland",FALSE,0.5,0.5325,0.0875,49.5,30.25,4.75,1.25,0.015625,0.3168066406,0.1310546875,167.8242188,83.28222656,8.063964844,0.9296875
Bubba Bush,Garreth McLellan,Blue,Middleweight,0,1,0,1,2618,Southpaw,185.42,182.88,33,0,0,0,Orthodox,182.88,,30,0,0,0,Piotr Michalak,42301,"Dublin, Leinster, Ireland",FALSE,0,0.61,0,59,51,4,0,0,0.5,0,4,2,0,0
Yair Rodriguez,Dan Hooker,Red,Featherweight,2,0,2,1,2619,Switch,182.88,190.5,25,0,2,0,Orthodox,180.34,180.34,22,2,0,0,Kerry Hatley,42280,"Houston, Texas, USA",FALSE,0.5,0.4375,0,117,58.75,0,0,0,0.48,0.665,120.5,69,3.5,1.5
Ryan Bader,Rashad Evans,Red,LightHeavyweight,12,4,14,4,2620,Orthodox,182.88,190.5,36,8,6,0,Orthodox,187.96,187.96,32,8,3,1,Herb Dean,42280,"Houston, Texas, USA",FALSE,0.0005645751953,0.5425099945,0.3191080475,79.6842804,43.47194672,4.178367615,0.7921676636,0.0178527832,0.3315997314,0.3881521606,127.338501,57.95233154,9.010345459,3.830047607
Joseph Benavidez,Ali Bagautinov,Red,Flyweight,9,2,3,1,2621,Orthodox,162.56,165.1,30,2,1,0,Southpaw,162.56,165.1,31,5,3,1,Kerry Hatley,42280,"Houston, Texas, USA",FALSE,0.25,0.38125,0.31125,140.75,65.625,10.125,3,0.064453125,0.4821972656,0.5112988281,146.4960938,86.50097656,3.848632813,2.538085938
Adriano Martins,Islam Makhachev,Red,Lightweight,3,1,1,0,2622,Southpaw,177.8,177.8,23,0,0,1,Southpaw,177.8,182.88,32,1,1,1,Frank Collazo,42280,"Houston, Texas, USA",FALSE,0,0.64,0.6,80,53,5,3,0.25,0.3925,0.5,37.5,17.375,2.125,1.625
Shawn Jordan,Ruslan Magomedov,Blue,Heavyweight,6,3,2,0,2623,Orthodox,190.5,198.12,28,2,0,0,Southpaw,182.88,190.5,30,0,6,0,Kerry Hatley,42280,"Houston, Texas, USA",FALSE,0.5,0.415,0.5,134,58,0.5,0.5,0.765625,0.5259375,0.4765625,68.58984375,47.66796875,2.66015625,1.890625
Jessica Eye,Julianna Pena,Blue,WomenBantamweight,1,3,2,0,2624,Orthodox,167.64,175.26,26,0,2,0,Orthodox,167.64,167.64,29,0,0,0,Frank Collazo,42280,"Houston, Texas, USA",FALSE,0,0.465,1,117,65.5,1.5,1.5,0,0.39375,0,177.75,81.75,0,0
Alan Jouban,Albert Tumenov,Blue,Welterweight,3,1,3,1,2625,Orthodox,180.34,185.42,23,1,2,0,Southpaw,182.88,185.42,33,1,2,0,Frank Collazo,42280,"Houston, Texas, USA",FALSE,0.75,0.38875,0.125,118.5,51.5,0.625,0.125,0.625,0.5,0.5,91.375,49.75,0.5,0.5
Daniel Cormier,Alexander Gustafsson,Red,LightHeavyweight,5,1,8,3,2626,Orthodox,195.58,200.66,28,2,4,2,Orthodox,180.34,182.88,36,2,1,2,Herb Dean,42280,"Houston, Texas, USA",TRUE,0.3076171875,0.4675585938,0.2057421875,86.421875,40.41601563,2.296875,0.7890625,0.0625,0.5096875,0.35875,127.0625,77.90625,6.5625,2.21875
Rose Namajunas,Angela Hill,Red,WomenStrawweight,0,1,1,1,2627,Orthodox,160.02,162.56,30,1,0,0,Orthodox,165.1,165.1,23,0,0,0,Joe Solis,42280,"Houston, Texas, USA",FALSE,0.5,0.53,0,154.5,103,0.5,0,0,0.38,0.33,73,29,3,1
Francisco Trevino,Sage Northcutt,Blue,Lightweight,1,1,0,0,2628,Orthodox,182.88,180.34,19,0,0,0,Orthodox,175.26,177.8,33,1,0,0,Herb Dean,42280,"Houston, Texas, USA",FALSE,,,,,,,,0,0.425,0.14,111.5,56,4.5,1
Chris Cariaso,Sergio Pettis,Blue,Flyweight,7,5,3,2,2629,Orthodox,167.64,175.26,22,3,0,0,Southpaw,160.02,162.56,34,6,1,0,Joe Solis,42280,"Houston, Texas, USA",FALSE,0,0.391875,0.2275,152,65.875,2.125,0.6875,0,0.3154150391,0.1472509766,95.04931641,43.76855469,0.5947265625,0.2875976563
Derrick Lewis,Viktor Pesta,Red,Heavyweight,3,2,1,1,2630,Orthodox,190.5,195.58,25,1,0,0,Orthodox,190.5,200.66,30,0,3,0,Kerry Hatley,42280,"Houston, Texas, USA",FALSE,0,0.445,0.205,140.5,85,11,2.5,0,0.48875,0.09375,38.375,21.1875,0.6875,0.125
Katsunori Kikuno,Diego Brandao,Blue,Featherweight,2,2,5,3,2631,Orthodox,170.18,162.56,28,2,0,2,Orthodox,172.72,167.64,33,1,0,1,Steve Perceval,42273,"Saitama, Japan",FALSE,0.0234375,0.4509375,0.46203125,42,23.5390625,2.9453125,1.6796875,0,0.34875,0.34375,40.5,20.75,0.75,0.625
Keita Nakamura,Li Jingliang,Red,Welterweight,0,3,2,1,2632,Orthodox,182.88,180.34,27,1,1,0,Southpaw,180.34,185.42,31,0,0,0,Neil Swailes,42273,"Saitama, Japan",FALSE,0.5,0.335,0.145,105.75,41.75,3.5,1,0.5,0.325,0.75,157,64,2.75,2.5
Nick Hein,Yusuke Kasuya,Red,Lightweight,2,1,0,0,2633,Southpaw,170.18,,25,0,0,0,Southpaw,167.64,167.64,31,2,0,0,Steve Perceval,42273,"Saitama, Japan",FALSE,,,,,,,,0.5,0.4,0.2475,128,61,3.25,1
Gegard Mousasi,Uriah Hall,Blue,Middleweight,4,2,4,3,2634,Orthodox,182.88,200.66,31,1,1,0,Orthodox,187.96,193.04,30,2,1,1,Greg Kleynjans,42273,"Saitama, Japan",FALSE,0.15625,0.58703125,0.65921875,50.640625,31.375,1.484375,0.875,0.25,0.493125,0.5,122.5625,85.9375,2.09375,2
Josh Barnett,Roy Nelson,Red,Heavyweight,5,2,7,7,2635,Orthodox,182.88,185.42,39,0,7,0,Orthodox,190.5,198.12,37,0,4,1,Steve Perceval,42273,"Saitama, Japan",FALSE,0.7775878906,0.3262158203,0.04103759766,68.65246582,21.85473633,3.543457031,0.2520751953,0.25,0.685625,0.109375,34.96875,25.046875,0.671875,0.171875
Kyoji Horiguchi,Chico Camus,Red,Flyweight,4,1,3,4,2636,Orthodox,167.64,167.64,30,3,0,0,Orthodox,165.1,167.64,24,2,2,0,Steve Perceval,42273,"Saitama, Japan",FALSE,0,0.38859375,0.18703125,140.375,63.875,1.296875,0.421875,0.125,0.425,0.308125,118.6875,61.125,3.3125,0.9375
Takeya Mizugaki,George Roop,Red,Bantamweight,7,4,5,7,2637,Orthodox,185.42,182.88,33,3,2,0,Orthodox,170.18,175.26,31,6,1,0,Neil Swailes,42273,"Saitama, Japan",FALSE,0.06640625,0.3541357422,0.3101757813,76.76904297,36.07324219,1.127441406,0.7036132813,0.12890625,0.2817675781,0.0483203125,83.85546875,33.3359375,1.599609375,0.294921875
Mizuto Hirota,Teruto Ishihara,Draw,Featherweight,0,2,0,0,2638,Southpaw,170.18,175.26,24,0,0,0,Orthodox,170.18,170.18,34,0,0,0,Greg Kleynjans,42273,"Saitama, Japan",FALSE,,,,,,,,0,0.395,0.5,134,76,1,0.5
Shinsho Anzai,Roger Zapata,Red,Welterweight,0,1,0,0,2639,Southpaw,180.34,,29,0,0,0,Orthodox,170.18,177.8,29,0,0,0,Neil Swailes,42273,"Saitama, Japan",FALSE,,,,,,,,0,0.67,1,60,41,1,1
Naoyuki Kotani,Kajan Johnson,Blue,Lightweight,0,4,1,1,2640,Orthodox,180.34,190.5,31,1,0,0,Southpaw,172.72,167.64,33,0,0,0,Greg Kleynjans,42273,"Saitama, Japan",FALSE,0,0.35,0.355,72.5,26,10,3.5,0,0.2375,0.5625,44,21.25,2.5,0.625
Ross Pearson,Paul Felder,Red,Lightweight,9,7,2,1,2641,Orthodox,180.34,177.8,31,1,1,0,Orthodox,172.72,175.26,30,4,4,0,Jason Herzog,42252,"Las Vegas, Nevada, USA",FALSE,0.25,0.3925,0.25,127.25,51.25,0.75,0.25,0.359375,0.4639950562,0.04119873047,69.2840271,37.02593994,0.185333252,0.04669189453
Anthony Johnson,Jimi Manuwa,Red,LightHeavyweight,10,5,4,1,2642,Orthodox,185.42,200.66,35,1,1,0,Orthodox,187.96,198.12,31,2,8,0,Jason Herzog,42252,"Las Vegas, Nevada, USA",FALSE,0.0625,0.54625,0.0625,87.9375,55.1875,1.6875,0.1875,0.9020996094,0.4948913574,0.2647839355,55.60760498,29.5045166,1.358520508,0.596496582
Paige VanZant,Alex Chambers,Red,WomenStrawweight,2,0,1,1,2643,Southpaw,160.02,160.02,36,0,0,1,Orthodox,162.56,165.1,21,1,1,0,John McCarthy,42252,"Las Vegas, Nevada, USA",FALSE,0,0.6,0.7,68,32.5,3,1.5,0,0.64,0.45,241,183,5.5,2.5
Jessica Andrade,Raquel Pennington,Blue,WomenBantamweight,4,2,2,2,2644,Orthodox,170.18,170.18,26,1,0,1,Orthodox,154.94,157.48,23,3,0,1,Herb Dean,42252,"Las Vegas, Nevada, USA",FALSE,0,0.40125,0.3325,119.25,51.125,3.5,0.625,0.25,0.5384375,0.57,138.0625,99.28125,2.71875,1.875
Demetrious Johnson,John Dodson,Red,Flyweight,10,2,6,1,2645,Orthodox,160.02,167.64,30,2,3,0,Orthodox,160.02,167.64,29,6,1,3,Herb Dean,42252,"Las Vegas, Nevada, USA",TRUE,0.640625,0.36265625,0.6034375,95.296875,36.859375,2.25,1.34375,0.06640625,0.5702294922,0.6072558594,164.6835938,115.2084961,12.5546875,7.758300781
Jan Blachowicz,Corey Anderson,Blue,LightHeavyweight,1,1,2,1,2646,Orthodox,190.5,200.66,25,1,1,0,Orthodox,187.96,198.12,32,0,1,0,Herb Dean,42252,"Las Vegas, Nevada, USA",FALSE,0,0.48,0.3825,188,87.25,5.75,2.25,0,0.53,0,70.5,36,1.5,0
Francisco Rivera,John Lineker,Blue,Bantamweight,4,4,6,2,2647,Orthodox,160.02,170.18,25,2,4,0,Orthodox,172.72,177.8,33,1,3,0,Chris Tognoni,42252,"Las Vegas, Nevada, USA",FALSE,0.484375,0.370390625,0.15625,169.671875,69.3125,1.0625,0.5625,0.6171875,0.44140625,0.125,46.921875,20.0625,0.6328125,0.4375
Andrei Arlovski,Frank Mir,Red,Heavyweight,13,4,16,9,2648,Southpaw,190.5,200.66,36,2,5,8,Orthodox,190.5,195.58,36,2,9,2,John McCarthy,42252,"Las Vegas, Nevada, USA",FALSE,0.7528085709,0.433171556,0.04824719906,32.11975199,14.77084768,0.4885069132,0.1564337015,0.7881469727,0.4742565918,0.06251525879,73.14042664,39.50964355,0.1953430176,0.06251525879
Joe Riggs,Ron Stallings,Red,Middleweight,4,6,1,1,2649,Southpaw,187.96,190.5,32,1,0,0,Southpaw,182.88,177.8,32,1,1,1,Jason Herzog,42252,"Las Vegas, Nevada, USA",FALSE,0,0.57,0,72.5,48.5,0,0,0,0.5636328125,0.8254296875,34.86132813,25.78710938,1.51171875,1.369140625
Clay Collard,Tiago dos Santos e Silva,Blue,Featherweight,1,2,1,1,2650,Orthodox,175.26,177.8,28,1,0,0,Orthodox,180.34,185.42,22,1,0,0,John McCarthy,42252,"Las Vegas, Nevada, USA",FALSE,0,0.48,0,106,50,1,0,0.25,0.265,0.445,194,60.75,9.25,4
Joaquim Silva,Nazareno Malegarie,Red,Lightweight,0,0,0,0,2651,,172.72,,29,0,0,0,Southpaw,172.72,175.26,26,0,0,0,Chris Tognoni,42252,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Maryna Moroz,Valerie Letourneau,Blue,WomenStrawweight,1,0,2,0,2652,Orthodox,170.18,172.72,32,2,0,0,Orthodox,170.18,170.18,23,0,0,1,Yves Lavigne,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0,0.335,0.5,207,78,2,1,0,0.37,0,32,12,0,0
Max Holloway,Charles Oliveira,Red,Featherweight,9,3,8,5,2653,Orthodox,177.8,187.96,25,1,0,7,Orthodox,180.34,175.26,23,3,4,2,Herb Dean,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.5009765625,0.6744067383,0.4342919922,94.71826172,70.68823242,4.055419922,1.591308594,0.1596679688,0.4202929688,0.25,178.6171875,76.71679688,0.25390625,0.25
Sam Stout,Frankie Perez,Blue,Lightweight,9,10,0,1,2654,Orthodox,180.34,185.42,26,0,0,0,Orthodox,175.26,177.8,31,8,1,0,Herb Dean,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0,0.41,0.25,50,27,4,1,0.002563476563,0.3292834854,0.1397680664,110.4069328,30.02513123,1.111907959,0.3135375977
Chad Laprise,Francisco Trinaldo,Blue,Lightweight,3,0,7,3,2655,Southpaw,175.26,177.8,36,4,1,2,Orthodox,177.8,180.34,29,3,0,0,Herb Dean,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.017578125,0.388046875,0.27109375,159.828125,70.21289063,1.21484375,0.8125,0,0.445,0.1425,156.25,73.75,2.25,1
Yves Jabouin,Felipe Arantes,Blue,Bantamweight,5,4,3,4,2656,Orthodox,172.72,185.42,27,2,1,0,Orthodox,170.18,172.72,36,5,0,0,Yves Lavigne,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.25,0.4665625,0.48875,88.578125,47.40625,3.9375,2.1875,0.015625,0.3956640625,0.7213671875,90.5625,40.40625,2.6328125,1.8359375
Neil Magny,Erick Silva,Red,Welterweight,8,3,6,4,2657,Orthodox,182.88,187.96,31,0,2,4,Orthodox,190.5,203.2,28,4,3,1,Yves Lavigne,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.126953125,0.6090234375,0.25515625,30.578125,16.421875,1.1484375,0.265625,0.015625,0.2833203125,0.2873046875,77.21777344,52.04492188,2.077148438,1.16796875
Patrick Cote,Joshua Burkman,Red,Welterweight,8,9,5,7,2658,Orthodox,177.8,182.88,35,3,1,1,Orthodox,180.34,190.5,35,5,2,0,Jerin Valel,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.017578125,0.4227490234,0.1578222656,80.33251953,33.89648438,2.985839844,0.7006835938,0.0007629394531,0.4480636597,0.295211792,141.4454041,92.81187439,6.545852661,1.882965088
Olivier Aubin-Mercier,Tony Sims,Red,Lightweight,2,1,1,0,2659,Southpaw,180.34,177.8,29,0,1,0,Southpaw,175.26,177.8,26,0,0,2,Jerin Valel,42239,"Saskatoon, Saskatchewan, Canada",FALSE,1,0.52,0,21,12,1,0,0.5,0.535,0.255,108,63.5,11,2.5
Misha Cirkunov,Daniel Jolly,Red,LightHeavyweight,0,0,0,0,2660,Orthodox,185.42,190.5,30,0,0,0,Orthodox,190.5,195.58,28,0,0,0,Jerin Valel,42239,"Saskatoon, Saskatchewan, Canada",FALSE,,,,,,,,,,,,,,
Shane Campbell,Elias Silverio,Red,Lightweight,0,1,3,1,2661,Orthodox,180.34,185.42,28,2,0,1,Orthodox,182.88,180.34,28,0,0,0,Adam Cheadle,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.125,0.475,0.4375,149.625,78,1,0.875,0,0.43,0,57,25,3,0
Marcos Rogerio de Lima,Nikita Krylov,Blue,LightHeavyweight,2,0,3,2,2662,Orthodox,190.5,195.58,23,0,2,1,Orthodox,185.42,190.5,30,0,2,0,Herb Dean,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.5625,0.67,0,46.1875,33.9375,0.0625,0,1,0.775,0,23.5,20,0,0
Chris Kelades,Chris Beal,Red,Flyweight,1,1,2,1,2663,Orthodox,170.18,175.26,30,1,1,0,Orthodox,170.18,172.72,34,1,0,0,Adam Cheadle,42239,"Saskatoon, Saskatchewan, Canada",FALSE,0.25,0.325,0.4375,128.5,51.75,3,1.75,0,0.455,0.2,82,58,3,1
Derek Brunson,Sam Alvey,Red,Middleweight,4,1,3,1,2664,Southpaw,187.96,190.5,29,0,3,0,Southpaw,185.42,195.58,31,2,1,1,Mario Yamasaki,42224,"Nashville, Tennessee, USA",FALSE,0.75,0.59625,0,31.875,17.5,0,0,0.5625,0.505625,0.17625,65.25,41.8125,4.4375,1.625
Sara McMann,Amanda Nunes,Blue,WomenBantamweight,2,2,3,1,2665,Orthodox,172.72,175.26,27,0,3,0,Orthodox,167.64,167.64,34,1,1,0,John McCarthy,42224,"Nashville, Tennessee, USA",FALSE,0.5,0.695,0.24875,35,22.375,1.25,0.625,0.5,0.46875,0.5125,98.75,48.75,3.5,2
Jared Rosholt,Timothy Johnson,Red,Heavyweight,4,1,1,0,2666,Southpaw,190.5,195.58,30,0,1,0,Orthodox,187.96,190.5,29,3,1,0,Herb Dean,42224,"Nashville, Tennessee, USA",FALSE,0,0.37,0.5,72,33,2,1,0,0.540625,0.265,89.1875,61.8125,3.9375,1.375
